Property_Type,Property_Area,Number_of_Windows,Number_of_Doors,Furnishing,Frequency_of_Powercuts,Power_Backup,Water_Supply,Traffic_Density_Score,Crime_Rate,Dust_and_Noise,Air_Quality_Index,Neighborhood_Review,Habitability_score
2.0,435,3.0,3,0.0,1.0,0,2.0,7.11,3.0,1.0,139.0,1.91,45.31
2.0,10970,2.0,3,0.0,0.0,1,0.0,3.08,3.0,0.0,1.0,2.17,81.31
1.0,2555,10.0,2,2.0,0.0,1,2.0,8.04,2.0,2.0,125.0,3.11,84.91
0.0,923,6.0,3,2.0,0.0,0,3.0,6.27,2.0,1.0,123.0,3.5,70.75
4.0,451,0.0,1,0.0,1.0,1,3.0,7.48,0.0,1.0,106.0,4.15,78.82
3.0,1133,5.0,3,1.0,0.0,0,3.0,7.44,0.0,1.0,143.0,4.73,75.68
3.0,1796,2.0,1,2.0,0.0,0,3.0,7.14,0.0,1.0,161.0,4.71,88.39
2.0,627,1.0,1,2.0,0.0,0,2.0,6.55,0.0,1.0,139.0,4.42,76.95
2.0,799,4.0,2,0.0,1.0,0,3.0,7.92,0.0,1.0,141.0,4.1,76.41
0.0,1011,5.0,1,2.0,0.0,0,3.0,7.14,1.0,1.0,122.0,4.13,81.9
3.0,1966,5.0,1,2.0,1.0,0,3.0,5.68,1.0,1.0,105.0,3.53,77.28
1.0,3180,14.0,5,1.0,0.0,0,3.0,6.62,3.0,1.0,97.0,2.91,43.19
3.0,1869,2.0,1,0.0,0.0,1,1.0,4.77,1.0,1.0,119.0,3.52,75.74
2.0,240,4.0,2,1.0,0.0,0,1.0,6.04,2.0,1.0,158.0,2.83,36.82
0.0,598,4.0,3,0.0,1.0,0,1.0,5.58,1.0,1.0,94.0,2.92,70.15
3.0,1330,3.0,1,0.0,1.0,1,1.0,6.87,0.0,1.0,140.0,3.48,78.32
2.0,778,4.0,3,1.0,0.0,0,2.0,8.12,0.0,2.0,132.0,4.36,69.75
2.0,841,1.0,2,0.0,1.0,1,3.0,7.87,0.0,0.0,96.0,4.22,91.17
0.0,1176,5.0,3,1.0,1.0,0,1.0,7.06,0.0,1.0,90.0,3.54,60.73
2.0,784,3.0,3,0.0,0.0,0,2.0,6.07,0.0,1.0,143.0,4.42,94.51
3.0,1219,2.0,3,0.0,0.0,1,3.0,7.98,2.0,1.0,152.0,3.46,70.4
2.0,320,2.0,1,1.0,0.0,1,3.0,7.52,2.0,1.0,105.0,3.52,80.45
0.0,628,4.0,3,0.0,2.0,1,0.0,7.36,0.0,1.0,121.0,2.56,91.85
0.0,634,4.0,1,0.0,2.0,0,2.0,6.13,3.0,1.0,168.0,1.25,27.07
1.0,3909,15.0,2,2.0,0.0,0,1.0,5.94,2.0,1.0,103.0,2.9,76.23
0.0,565,4.0,3,0.0,0.0,0,2.0,6.43,0.0,1.0,101.0,4.47,92.09
2.0,150,2.0,3,0.0,1.0,0,2.0,7.2,3.0,1.0,116.0,1.94,25.89
2.0,15881,4.0,3,0.0,1.0,0,3.0,7.43,1.0,1.0,129.0,3.49,67.65
0.0,807,5.0,2,0.0,0.0,0,2.0,6.47,2.0,1.0,146.0,3.16,73.79
4.0,381,0.0,1,0.0,1.0,0,2.0,7.88,1.0,1.0,89.0,3.22,62.58
2.0,472,3.0,1,0.0,2.0,0,1.0,3.04,3.0,0.0,24.0,1.2,28.58
2.0,233,4.0,2,0.0,1.0,0,3.0,6.4,0.0,1.0,155.0,4.09,90.73
3.0,1704,2.0,3,1.0,0.0,1,3.0,4.78,1.0,1.0,857.0,4.17,93.42
3.0,1623,2.0,1,1.0,0.0,0,2.0,7.73,0.0,1.0,144.0,4.41,66.45
3.0,1515,4.0,4,0.0,2.0,0,3.0,6.72,0.0,1.0,168.0,3.45,77.04
1.0,21740,12.0,2,1.0,1.0,0,0.0,6.23,0.0,1.0,104.0,3.21,63.03
2.0,773,2.0,1,0.0,0.0,0,1.0,5.89,1.0,1.0,106.0,3.53,79.68
2.0,419,1.0,3,1.0,1.0,0,3.0,5.94,1.0,1.0,89.0,3.55,72.1
4.0,229,2.0,2,2.0,1.0,0,2.0,6.79,3.0,1.0,138.0,1.91,74.18
2.0,442,4.0,2,0.0,1.0,1,3.0,6.59,0.0,1.0,103.0,4.16,80.46
2.0,741,4.0,1,0.0,0.0,1,1.0,4.11,1.0,1.0,89.0,3.56,70.07
0.0,876,5.0,2,1.0,0.0,0,2.0,7.98,0.0,1.0,85.0,4.48,77.06
3.0,2038,3.0,3,0.0,0.0,0,3.0,8.09,0.0,2.0,163.0,4.64,85.13
0.0,990,4.0,1,0.0,0.0,1,1.0,7.57,0.0,1.0,109.0,4.14,84.76
3.0,1482,3.0,4,0.0,0.0,1,2.0,7.55,0.0,1.0,111.0,4.45,82.69
3.0,2270,5.0,2,1.0,1.0,0,3.0,7.84,0.0,1.0,83.0,4.17,69.0
2.0,628,3.0,1,1.0,1.0,1,3.0,6.2,0.0,1.0,100.0,4.16,77.13
3.0,1377,5.0,3,1.0,1.0,1,2.0,7.97,1.0,1.0,157.0,3.14,75.33
4.0,427,1.0,2,0.0,0.0,0,3.0,6.87,1.0,1.0,160.0,4.08,78.51
0.0,1075,7.0,1,2.0,0.0,0,3.0,6.05,1.0,1.0,156.0,4.09,82.15
2.0,617,4.0,3,2.0,1.0,0,3.0,6.25,1.0,1.0,134.0,3.49,69.97
3.0,1228,5.0,3,0.0,0.0,1,2.0,5.92,0.0,1.0,85.0,4.5,85.11
3.0,1348,4.0,2,2.0,3.0,0,3.0,7.78,0.0,1.0,107.0,2.89,69.83
3.0,1553,3.0,2,1.0,0.0,0,2.0,8.75,2.0,2.0,125.0,3.11,32.39
4.0,469,3.0,1,0.0,3.0,0,3.0,5.99,1.0,1.0,103.0,2.28,55.72
2.0,476,1.0,1,0.0,0.0,0,3.0,7.2,0.0,1.0,100.0,4.78,71.05
2.0,951,4.0,3,2.0,0.0,1,2.0,6.44,0.0,1.0,99.0,4.47,87.03
2.0,368,3.0,3,1.0,0.0,0,3.0,7.83,2.0,1.0,165.0,3.44,43.93
1.0,1913,11.0,2,2.0,0.0,0,0.0,7.52,0.0,1.0,117.0,3.82,82.22
3.0,1936,5.0,3,0.0,1.0,0,3.0,6.45,0.0,1.0,142.0,4.11,74.14
2.0,512,4.0,1,0.0,2.0,0,3.0,6.17,0.0,1.0,93.0,3.54,86.58
2.0,883,4.0,2,1.0,1.0,0,2.0,5.71,0.0,1.0,117.0,3.83,77.45
2.0,905,1.0,2,2.0,2.0,1,1.0,4.97,1.0,1.0,118.0,2.26,73.62
4.0,335,2.0,1,0.0,0.0,1,3.0,8.77,3.0,2.0,140.0,2.78,80.28
2.0,169,3.0,3,1.0,0.0,1,2.0,6.32,1.0,1.0,169.0,3.76,82.15
1.0,2797,10.0,5,1.0,0.0,0,2.0,6.95,3.0,1.0,121.0,2.56,39.21
4.0,354,1.0,1,1.0,0.0,1,2.0,6.45,1.0,1.0,92.0,3.86,74.08
3.0,1207,3.0,3,0.0,0.0,0,3.0,4.65,1.0,1.0,86.0,4.19,86.51
0.0,1258,4.0,1,0.0,0.0,1,3.0,4.81,1.0,1.0,98.0,4.17,79.56
3.0,1446,4.0,4,0.0,0.0,0,1.0,6.84,1.0,1.0,142.0,3.48,86.03
2.0,909,1.0,3,0.0,0.0,1,2.0,6.12,1.0,1.0,123.0,3.82,77.69
0.0,587,7.0,3,1.0,0.0,1,0.0,6.72,2.0,1.0,154.0,2.52,65.71
3.0,2027,2.0,4,0.0,0.0,0,3.0,8.7,1.0,2.0,163.0,4.0,73.41
0.0,1266,5.0,1,1.0,0.0,0,2.0,5.94,1.0,1.0,90.0,3.86,68.79
2.0,118,4.0,3,2.0,1.0,0,2.0,8.25,2.0,2.0,187.0,2.41,62.84
0.0,965,7.0,1,0.0,0.0,0,2.0,6.8,0.0,1.0,104.0,4.47,68.57
3.0,2206,4.0,2,2.0,3.0,0,3.0,5.76,1.0,1.0,101.0,2.28,81.31
4.0,253,2.0,1,0.0,2.0,0,1.0,4.36,1.0,1.0,82.0,2.31,44.71
3.0,1469,5.0,1,0.0,0.0,0,2.0,5.16,1.0,1.0,89.0,3.87,70.83
0.0,1114,4.0,2,2.0,0.0,0,3.0,6.65,3.0,1.0,92.0,2.91,75.46
1.0,2254,10.0,3,0.0,0.0,0,3.0,5.72,1.0,1.0,114.0,4.15,70.27
2.0,921,3.0,2,0.0,1.0,0,3.0,7.69,0.0,1.0,166.0,4.07,78.96
3.0,1897,3.0,1,0.0,1.0,0,3.0,5.83,1.0,1.0,119.0,3.51,76.75
2.0,255,3.0,1,1.0,1.0,0,2.0,6.37,1.0,1.0,148.0,3.16,36.17
1.0,3233,7.0,6,2.0,1.0,0,3.0,7.46,1.0,1.0,90.0,3.54,80.05
4.0,234,3.0,2,2.0,0.0,1,2.0,4.91,1.0,1.0,98.0,3.86,89.8
1.0,2651,10.0,3,1.0,0.0,0,1.0,4.22,1.0,1.0,85.0,3.57,61.91
2.0,888,1.0,2,1.0,1.0,0,3.0,7.35,0.0,1.0,117.0,4.13,65.22
3.0,1535,4.0,4,2.0,1.0,0,3.0,7.78,2.0,1.0,170.0,2.81,85.38
2.0,339,1.0,3,2.0,1.0,1,1.0,6.76,0.0,1.0,162.0,3.45,81.13
1.0,1815,8.0,6,1.0,0.0,0,1.0,7.44,1.0,1.0,98.0,3.53,57.7
0.0,507,6.0,2,0.0,1.0,1,3.0,6.54,0.0,1.0,155.0,4.09,82.27
2.0,508,4.0,1,2.0,3.0,1,2.0,5.43,0.0,1.0,114.0,2.58,79.31
3.0,2016,4.0,1,0.0,0.0,0,2.0,5.33,1.0,1.0,92.0,3.86,77.85
3.0,1636,4.0,1,0.0,2.0,0,2.0,4.41,1.0,1.0,94.0,2.61,73.5
3.0,1274,3.0,4,0.0,1.0,0,2.0,7.55,0.0,1.0,143.0,3.79,89.52
3.0,1665,4.0,4,0.0,2.0,0,3.0,6.31,0.0,1.0,98.0,3.54,74.18
3.0,1480,3.0,4,2.0,0.0,1,1.0,6.94,0.0,1.0,163.0,4.08,91.23
2.0,160,3.0,2,0.0,0.0,0,2.0,6.47,0.0,1.0,85.0,4.49,79.73
3.0,1629,3.0,3,2.0,1.0,1,3.0,7.19,0.0,1.0,83.0,4.18,88.99
3.0,1292,3.0,2,0.0,0.0,0,3.0,3.25,0.0,0.0,78.0,4.9,82.73
2.0,383,3.0,3,1.0,0.0,0,3.0,3.98,0.0,0.0,3.0,4.99,89.65
0.0,784,6.0,2,0.0,0.0,0,3.0,5.49,1.0,1.0,111.0,4.15,87.72
3.0,1972,5.0,3,1.0,0.0,0,1.0,7.59,0.0,1.0,108.0,4.14,72.09
3.0,1934,2.0,2,0.0,1.0,0,3.0,7.24,0.0,1.0,89.0,4.17,67.03
4.0,200,3.0,1,0.0,0.0,0,1.0,6.13,3.0,1.0,135.0,2.24,38.13
1.0,2586,13.0,4,1.0,0.0,1,2.0,6.02,3.0,0.0,117.0,2.63,73.45
3.0,1399,5.0,2,0.0,0.0,0,3.0,4.25,1.0,1.0,81.0,4.2,81.69
1.0,3210,10.0,6,0.0,0.0,0,3.0,5.02,1.0,1.0,84.0,4.19,74.06
4.0,498,3.0,2,1.0,0.0,0,2.0,4.85,2.0,1.0,117.0,3.21,37.66
0.0,664,5.0,1,1.0,0.0,1,1.0,6.15,0.0,1.0,81.0,4.19,75.39
0.0,620,4.0,1,0.0,1.0,0,3.0,7.4,1.0,1.0,85.0,3.55,73.97
2.0,204,4.0,2,0.0,0.0,0,2.0,5.69,0.0,1.0,96.0,4.48,90.25
2.0,318,3.0,1,1.0,1.0,0,3.0,7.79,0.0,1.0,115.0,4.13,76.19
1.0,3781,11.0,3,1.0,0.0,0,3.0,6.89,0.0,1.0,138.0,4.74,79.9
0.0,1287,7.0,2,1.0,1.0,0,3.0,7.05,3.0,1.0,147.0,2.21,31.09
2.0,545,4.0,3,0.0,1.0,0,1.0,6.21,0.0,1.0,107.0,3.52,78.28
3.0,5071,5.0,4,0.0,0.0,0,3.0,6.25,0.0,1.0,124.0,4.76,75.63
0.0,817,4.0,1,0.0,0.0,0,1.0,6.36,2.0,1.0,130.0,2.87,75.46
2.0,518,3.0,3,0.0,0.0,0,3.0,6.8,0.0,1.0,159.0,4.71,71.02
2.0,888,2.0,2,2.0,1.0,0,3.0,7.3,0.0,1.0,84.0,4.17,81.69
2.0,492,4.0,2,1.0,2.0,0,3.0,6.54,2.0,1.0,107.0,2.27,32.34
1.0,2777,11.0,5,0.0,2.0,0,2.0,7.68,0.0,1.0,155.0,3.14,75.49
1.0,3280,7.0,6,0.0,0.0,0,2.0,4.69,1.0,1.0,119.0,3.83,79.36
0.0,923,5.0,2,0.0,0.0,1,3.0,7.9,0.0,1.0,125.0,4.75,85.28
3.0,1375,5.0,2,0.0,0.0,0,3.0,6.44,0.0,1.0,159.0,4.71,77.99
0.0,444,4.0,1,0.0,2.0,0,3.0,5.09,0.0,1.0,83.0,3.56,74.22
2.0,687,1.0,1,1.0,0.0,0,3.0,5.6,2.0,1.0,104.0,3.53,41.82
3.0,1965,2.0,4,0.0,0.0,0,3.0,6.16,0.0,1.0,149.0,4.73,75.76
2.0,385,3.0,3,1.0,0.0,0,3.0,5.77,1.0,1.0,98.0,4.17,67.42
3.0,1556,5.0,3,0.0,0.0,0,0.0,6.42,0.0,1.0,84.0,3.87,84.29
2.0,689,1.0,2,0.0,0.0,0,3.0,7.65,0.0,1.0,95.0,4.79,71.28
3.0,1874,2.0,2,2.0,3.0,0,3.0,6.23,0.0,1.0,145.0,2.85,70.96
1.0,3672,8.0,3,0.0,2.0,0,3.0,5.14,2.0,1.0,91.0,2.3,70.08
0.0,435,5.0,2,0.0,0.0,0,1.0,5.53,1.0,1.0,92.0,3.55,68.53
0.0,1232,5.0,2,0.0,0.0,0,3.0,6.85,0.0,1.0,119.0,4.76,71.57
3.0,1554,4.0,1,0.0,0.0,0,3.0,5.64,1.0,1.0,116.0,4.14,93.5
2.0,922,1.0,3,1.0,0.0,0,1.0,5.17,1.0,2.0,108.0,3.47,36.49
4.0,289,3.0,1,0.0,2.0,0,3.0,6.06,0.0,1.0,166.0,3.45,85.34
0.0,1132,6.0,1,0.0,0.0,0,3.0,4.49,0.0,1.0,89.0,4.81,74.06
2.0,735,4.0,2,2.0,1.0,0,2.0,4.92,1.0,1.0,112.0,3.21,76.67
4.0,216,2.0,1,1.0,2.0,0,3.0,7.81,0.0,1.0,123.0,3.49,61.3
0.0,914,5.0,1,2.0,0.0,0,1.0,3.83,0.0,0.0,85.0,4.26,86.74
2.0,821,1.0,1,0.0,0.0,0,0.0,6.93,3.0,1.0,118.0,1.94,42.66
4.0,306,3.0,1,2.0,0.0,0,2.0,6.97,0.0,1.0,135.0,4.43,80.58
0.0,1290,6.0,2,1.0,0.0,0,3.0,4.73,1.0,1.0,113.0,4.15,68.16
0.0,849,7.0,1,2.0,0.0,0,3.0,8.3,2.0,2.0,196.0,3.34,90.09
3.0,2295,5.0,3,2.0,0.0,0,3.0,6.02,0.0,1.0,150.0,4.73,91.93
3.0,2209,4.0,2,1.0,1.0,0,3.0,7.71,0.0,1.0,168.0,4.07,82.13
0.0,642,7.0,1,0.0,2.0,0,3.0,8.02,2.0,2.0,133.0,2.16,35.25
1.0,3308,8.0,6,0.0,0.0,0,3.0,6.42,1.0,1.0,159.0,4.09,73.89
3.0,1954,4.0,2,0.0,1.0,0,0.0,8.21,0.0,2.0,127.0,3.11,61.28
3.0,2244,3.0,3,0.0,0.0,0,3.0,7.42,1.0,0.0,148.0,4.16,74.43
2.0,675,1.0,3,2.0,1.0,0,3.0,7.02,0.0,1.0,147.0,4.1,77.69
4.0,480,0.0,1,0.0,0.0,0,1.0,7.87,2.0,1.0,110.0,2.88,66.32
1.0,4165,12.0,2,2.0,0.0,0,3.0,7.45,0.0,1.0,107.0,4.77,88.8
2.0,828,4.0,3,0.0,0.0,0,3.0,7.74,0.0,1.0,152.0,4.71,74.77
1.0,2815,9.0,4,1.0,1.0,0,1.0,4.65,1.0,1.0,85.0,2.93,55.37
2.0,735,3.0,2,2.0,1.0,1,1.0,6.47,0.0,1.0,111.0,3.52,86.49
3.0,1816,5.0,3,2.0,1.0,0,1.0,6.92,0.0,1.0,164.0,3.45,75.54
2.0,464,2.0,2,0.0,1.0,0,1.0,5.44,1.0,1.0,115.0,2.89,58.84
3.0,1248,2.0,4,2.0,1.0,0,1.0,6.31,0.0,1.0,83.0,3.55,71.89
1.0,3733,12.0,2,2.0,1.0,0,2.0,6.72,0.0,1.0,114.0,3.83,80.2
0.0,1196,6.0,3,0.0,0.0,0,1.0,7.96,0.0,1.0,143.0,4.1,85.54
4.0,280,2.0,1,1.0,0.0,1,1.0,6.02,0.0,1.0,164.0,4.08,87.2
3.0,1346,2.0,2,0.0,0.0,1,0.0,7.08,1.0,1.0,131.0,3.18,85.9
0.0,547,7.0,1,0.0,0.0,0,2.0,6.11,0.0,1.0,80.0,4.5,92.54
2.0,971,1.0,2,0.0,0.0,1,3.0,4.88,1.0,1.0,112.0,4.15,77.1
2.0,319,2.0,1,0.0,0.0,0,3.0,5.35,1.0,1.0,90.0,4.18,78.09
3.0,1616,3.0,2,0.0,0.0,0,1.0,6.5,0.0,1.0,84.0,4.18,73.93
3.0,1109,5.0,1,0.0,1.0,0,2.0,6.35,1.0,1.0,169.0,3.13,76.93
2.0,950,1.0,3,1.0,2.0,0,2.0,5.33,1.0,1.0,105.0,2.59,45.15
3.0,2290,4.0,1,1.0,1.0,0,1.0,7.8,1.0,1.0,118.0,2.87,40.68
1.0,3476,6.0,3,0.0,0.0,0,3.0,6.6,0.0,1.0,163.0,4.71,77.88
3.0,1607,3.0,1,0.0,0.0,1,3.0,7.57,0.0,1.0,134.0,4.74,86.69
2.0,874,1.0,2,1.0,1.0,0,3.0,7.82,0.0,1.0,167.0,4.07,76.55
2.0,562,1.0,1,0.0,0.0,0,3.0,6.94,1.0,1.0,87.0,4.17,85.27
2.0,235,4.0,1,0.0,1.0,0,3.0,4.69,1.0,1.0,85.0,3.56,81.26
0.0,433,4.0,3,1.0,1.0,1,0.0,6.86,0.0,1.0,109.0,3.2,73.2
2.0,172,1.0,1,2.0,0.0,0,3.0,5.48,1.0,1.0,118.0,4.14,76.68
2.0,769,2.0,3,2.0,0.0,1,3.0,6.1,0.0,1.0,95.0,4.8,91.65
2.0,738,3.0,3,0.0,1.0,1,2.0,6.47,0.0,1.0,109.0,3.83,75.58
2.0,221,1.0,2,2.0,0.0,0,3.0,6.26,0.0,1.0,140.0,4.74,80.17
2.0,858,3.0,3,2.0,1.0,1,3.0,6.67,0.0,1.0,124.0,4.13,85.11
3.0,1426,4.0,1,2.0,1.0,1,2.0,5.05,1.0,1.0,120.0,3.2,81.98
2.0,594,1.0,1,0.0,0.0,0,0.0,6.31,1.0,1.0,161.0,3.14,71.21
3.0,2011,2.0,2,2.0,1.0,0,1.0,6.59,3.0,1.0,323.0,1.64,72.82
4.0,201,3.0,2,0.0,0.0,0,3.0,7.99,0.0,1.0,167.0,4.69,89.44
4.0,217,1.0,2,2.0,1.0,1,3.0,5.97,1.0,1.0,101.0,3.53,86.71
1.0,2723,12.0,5,2.0,0.0,1,3.0,7.0,0.0,1.0,107.0,4.78,97.77
2.0,296,1.0,3,0.0,0.0,0,3.0,7.6,3.0,1.0,90.0,2.91,68.76
2.0,723,3.0,2,1.0,0.0,1,2.0,8.18,0.0,1.0,139.0,4.41,68.99
3.0,1204,5.0,2,0.0,0.0,1,1.0,7.05,0.0,1.0,86.0,4.17,78.67
4.0,482,1.0,2,0.0,2.0,0,3.0,6.17,0.0,1.0,84.0,3.55,75.89
0.0,857,4.0,1,1.0,0.0,0,1.0,5.34,0.0,1.0,120.0,4.14,70.03
1.0,3096,13.0,5,0.0,1.0,1,3.0,5.73,1.0,1.0,107.0,3.53,83.28
0.0,1024,6.0,1,2.0,0.0,0,1.0,6.46,1.0,1.0,114.0,3.51,68.61
3.0,1824,2.0,2,0.0,0.0,0,1.0,8.14,2.0,2.0,149.0,2.77,59.74
3.0,1493,3.0,1,2.0,1.0,1,3.0,6.47,0.0,1.0,100.0,4.16,86.81
4.0,398,1.0,2,0.0,3.0,0,2.0,5.19,1.0,1.0,111.0,1.96,47.63
2.0,502,3.0,3,0.0,0.0,0,3.0,8.24,2.0,2.0,153.0,3.39,58.87
2.0,293,1.0,2,2.0,0.0,0,3.0,6.56,0.0,0.0,139.0,4.8,89.92
2.0,285,2.0,2,0.0,0.0,0,3.0,7.69,2.0,2.0,111.0,3.45,65.02
3.0,1791,5.0,2,1.0,0.0,0,2.0,6.12,1.0,1.0,162.0,3.77,57.83
4.0,300,2.0,1,0.0,0.0,0,1.0,7.27,0.0,1.0,129.0,4.12,83.78
2.0,265,3.0,1,0.0,0.0,0,1.0,8.8,0.0,0.0,154.0,4.14,82.24
1.0,2764,14.0,3,1.0,0.0,0,2.0,6.02,0.0,1.0,829.0,4.43,87.9
3.0,1946,4.0,4,2.0,0.0,0,1.0,7.61,1.0,1.0,128.0,3.49,72.89
2.0,872,2.0,1,0.0,1.0,0,3.0,6.3,3.0,1.0,140.0,2.23,39.62
3.0,1370,5.0,2,0.0,0.0,0,1.0,7.51,2.0,1.0,145.0,2.84,74.65
2.0,464,4.0,1,1.0,0.0,0,1.0,6.14,0.0,1.0,146.0,4.1,72.02
2.0,253,2.0,3,0.0,0.0,0,3.0,7.18,0.0,1.0,99.0,4.78,71.49
4.0,313,1.0,1,0.0,0.0,1,3.0,7.32,1.0,1.0,95.0,4.16,74.04
4.0,389,1.0,1,2.0,0.0,0,3.0,4.42,1.0,1.0,95.0,4.18,72.16
2.0,640,4.0,2,2.0,0.0,0,3.0,5.64,1.0,1.0,106.0,4.16,75.61
3.0,1548,4.0,4,0.0,2.0,0,2.0,7.06,0.0,1.0,125.0,3.18,76.31
2.0,620,3.0,2,0.0,0.0,0,1.0,7.02,0.0,1.0,156.0,4.09,82.12
4.0,410,2.0,1,1.0,0.0,0,3.0,8.13,0.0,2.0,120.0,4.69,61.99
2.0,964,1.0,1,0.0,0.0,0,3.0,8.64,0.0,2.0,138.0,4.66,90.83
2.0,914,3.0,2,2.0,0.0,0,3.0,8.33,3.0,2.0,144.0,2.77,64.59
2.0,388,3.0,1,0.0,0.0,0,1.0,5.45,1.0,1.0,106.0,3.53,65.43
3.0,1381,5.0,1,1.0,0.0,0,2.0,7.17,0.0,0.0,136.0,4.49,77.46
2.0,311,4.0,3,0.0,0.0,0,3.0,5.02,1.0,1.0,94.0,4.18,84.75
2.0,482,3.0,1,2.0,1.0,1,2.0,6.41,0.0,1.0,98.0,3.85,92.7
4.0,294,0.0,2,0.0,1.0,0,3.0,7.06,0.0,1.0,143.0,4.1,82.3
3.0,2074,3.0,1,1.0,1.0,0,3.0,6.78,1.0,1.0,147.0,3.47,69.57
1.0,1876,12.0,5,0.0,0.0,0,3.0,3.78,2.0,0.0,57.0,3.67,89.5
2.0,821,4.0,3,1.0,1.0,0,3.0,5.39,1.0,1.0,91.0,3.55,58.48
2.0,542,4.0,3,1.0,0.0,0,2.0,7.5,0.0,1.0,85.0,4.49,75.5
3.0,2062,2.0,3,0.0,0.0,0,3.0,6.71,3.0,1.0,114.0,2.89,61.56
1.0,2795,14.0,2,2.0,0.0,0,3.0,6.16,1.0,1.0,97.0,4.17,85.3
2.0,978,4.0,1,0.0,0.0,0,3.0,3.69,2.0,0.0,8.0,3.73,86.62
2.0,751,1.0,3,1.0,0.0,1,3.0,6.27,1.0,0.0,159.0,4.15,69.57
2.0,845,1.0,3,1.0,0.0,0,3.0,5.77,0.0,1.0,119.0,4.77,79.55
2.0,396,4.0,3,2.0,0.0,0,2.0,6.42,0.0,1.0,91.0,4.49,81.43
1.0,3623,5.0,4,0.0,2.0,0,3.0,5.05,1.0,1.0,120.0,2.89,69.83
2.0,621,1.0,1,0.0,0.0,0,3.0,6.62,0.0,1.0,154.0,4.72,71.29
4.0,372,1.0,1,1.0,0.0,0,2.0,5.95,1.0,1.0,89.0,3.86,66.49
1.0,4003,7.0,6,0.0,1.0,0,2.0,4.72,1.0,1.0,108.0,3.22,75.58
1.0,4073,10.0,2,0.0,1.0,0,3.0,8.98,0.0,2.0,173.0,3.99,86.43
0.0,581,4.0,2,0.0,0.0,1,3.0,6.5,1.0,1.0,99.0,4.16,76.57
3.0,2118,4.0,1,0.0,0.0,0,2.0,7.91,0.0,1.0,114.0,4.45,68.5
2.0,117,1.0,2,0.0,0.0,0,2.0,6.97,0.0,1.0,131.0,4.43,75.34
3.0,2134,4.0,1,1.0,1.0,1,3.0,4.14,0.0,1.0,117.0,4.15,74.77
2.0,223,3.0,1,2.0,1.0,1,3.0,4.36,1.0,1.0,107.0,3.54,81.61
4.0,443,1.0,1,0.0,1.0,0,2.0,5.57,0.0,1.0,85.0,3.87,73.25
3.0,1655,4.0,1,0.0,1.0,0,1.0,7.85,0.0,1.0,137.0,3.48,74.37
0.0,1272,6.0,3,2.0,1.0,0,3.0,5.76,0.0,1.0,88.0,4.18,84.96
2.0,695,4.0,3,0.0,0.0,0,2.0,8.02,0.0,2.0,186.0,4.29,77.8
2.0,516,3.0,2,0.0,1.0,0,2.0,5.89,2.0,1.0,85.0,2.61,63.66
2.0,458,4.0,1,0.0,0.0,1,3.0,6.66,0.0,1.0,149.0,4.72,87.39
3.0,15124,5.0,3,1.0,1.0,0,2.0,5.45,0.0,1.0,91.0,3.86,69.91
1.0,3056,5.0,4,0.0,1.0,0,3.0,4.28,1.0,1.0,119.0,3.52,76.61
1.0,2047,4.0,2,0.0,0.0,0,2.0,7.43,0.0,1.0,80.0,4.49,69.24
1.0,3100,6.0,2,2.0,1.0,0,3.0,5.16,0.0,1.0,99.0,4.17,86.31
1.0,3745,5.0,4,1.0,0.0,0,3.0,7.86,0.0,1.0,104.0,4.77,75.03
2.0,298,3.0,1,0.0,2.0,0,0.0,5.52,0.0,1.0,105.0,2.59,62.04
3.0,1214,4.0,1,1.0,3.0,0,2.0,7.48,0.0,1.0,118.0,2.56,45.04
2.0,984,1.0,3,2.0,0.0,1,2.0,6.4,2.0,1.0,129.0,3.18,80.65
3.0,1370,3.0,2,1.0,0.0,0,3.0,6.84,0.0,1.0,158.0,4.71,69.21
3.0,1953,2.0,2,1.0,0.0,0,0.0,5.93,0.0,1.0,108.0,3.84,57.74
3.0,1925,2.0,3,1.0,1.0,0,2.0,4.4,0.0,1.0,81.0,3.88,67.37
0.0,554,7.0,2,2.0,0.0,0,3.0,6.26,0.0,1.0,139.0,4.74,88.63
2.0,925,2.0,2,0.0,0.0,1,3.0,5.89,1.0,1.0,100.0,4.16,78.11
2.0,681,1.0,2,2.0,0.0,0,3.0,5.15,1.0,1.0,94.0,4.18,77.44
3.0,1583,2.0,1,0.0,1.0,0,3.0,6.04,0.0,1.0,136.0,4.12,76.48
3.0,1802,5.0,3,0.0,1.0,0,0.0,4.94,2.0,1.0,508.0,1.98,38.99
4.0,435,3.0,1,0.0,1.0,1,2.0,7.29,3.0,1.0,148.0,1.9,74.64
3.0,1160,2.0,1,0.0,0.0,0,2.0,5.58,0.0,1.0,91.0,4.49,84.65
1.0,3654,12.0,5,0.0,0.0,0,2.0,6.68,1.0,1.0,93.0,3.85,91.19
2.0,841,2.0,2,2.0,1.0,0,2.0,5.23,1.0,1.0,106.0,3.22,92.87
0.0,400,6.0,3,1.0,1.0,0,3.0,7.15,1.0,1.0,85.0,3.55,68.12
2.0,908,2.0,1,0.0,0.0,0,3.0,7.64,1.0,1.0,87.0,4.17,73.67
3.0,1497,3.0,2,2.0,1.0,0,3.0,8.35,2.0,2.0,542.0,2.75,85.14
1.0,2003,5.0,6,0.0,0.0,0,3.0,6.43,3.0,1.0,89.0,2.92,76.22
